Kod;Numer;X;Y;Adres;Strefa;stan;
15040136;15040136;21.02336843;52.20439084;ul. Puławska 53;jest na zero;brak;jest na zero
15040145;15040145;21.02295112;52.20345643;ul. Puławska / Różana 1;jest na zero;brak;jest na zero
15040146;15040146;21.02353905;52.20351401;ul. Puławska / Morskie Oko;jest na zero;brak;jest na zero
15040147;15040147;21.02230031;52.20273776;ul. Dąbrowskiego vis-a-vis 3;jest na zero;brak;jest na zero
15040156;15040156;21.02337108;52.20075933;ul. Puławska 62/64;jest na zero;brak;jest na zero
15040234;15040234;21.02007213;52.20446863;ul. Olesińska 10A;jest na zero;brak;jest na zero
15101801;15101801;21.02144351;52.21296989;ul. Puławska 1A;jest na zero;brak;jest na zero
15101804;15101804;21.02284232;52.21252364;ul. Klonowa vis-a-vis 16;jest na zero;brak;jest na zero
15101805;15101805;21.02099426;52.21220158;ul. Puławska 5;adapter;brak;adapter
16050102;16050102;20.98491166;52.22363468;Al. Jerozolimskie 133;jest na zero;brak;jest na zero
16050108;16050108;20.9833995;52.22280791;ul. Spiska / Al. Jerozolimskie 135;jest na zero;brak;jest na zero
16050119;16050119;20.97618345;52.22118942;Al. Jerozolimskie 153;jest na zero;brak;jest na zero
16050126;16050126;20.98470198;52.22068836;ul. Grójecka 28/30;jest na zero;brak;jest na zero
16050132;16050132;20.98431872;52.22030446;ul. Grójecka 32;jest na zero;brak;jest na zero
16050135;16050135;20.97399967;52.219782;ul. Szczęśliwicka 4;0;brak;0
16050144;16050144;20.98248712;52.21887913;ul. Barska 2;jest na zero;brak;jest na zero
16050147;16050147;20.98100847;52.21812191;ul. Węgierska - Kaliska;jest na zero;brak;jest na zero
16050149;16050149;20.98135036;52.21782509;ul. Kaliska 8/10;jest na zero;brak;jest na zero
16050150;16050150;20.9813009;52.21688152;ul. Grójecka 46/50;jest na zero;brak;jest na zero
16050151;16050151;20.98410901;52.22191424;ul. Spiska 1;jest na zero;brak;jest na zero
16050201;16050201;20.99152924;52.22570013;Al. Jerozolimskie PKP Ochota;jest na zero;brak;jest na zero
16050203;16050203;20.99565299;52.225786;pl. Starynkiewicza 7/9;jest na zero;brak;jest na zero
16050204;16050204;20.99015201;52.22475637;Al. Jerozolimskie 125/127;jest na zero;brak;jest na zero
16050215;16050215;20.98970938;52.22257699;ul. Raszyńska 14;jest na zero;brak;jest na zero
16050216;16050216;20.9873536;52.22248187;ul. Daleka / Grójecka 17;jest na zero;brak;jest na zero
16050217;16050217;20.98675746;52.22229389;ul. Grójecka 17;jest na zero;brak;jest na zero
16050228;16050228;20.98992468;52.22041988;ul. Raszyńska / J. U. Niemcewicza 1;jest na zero;brak;jest na zero
16050232;16050232;20.9868552;52.21916977;ul. Filtrowa 81;jest na zero;brak;jest na zero
16050233;16050233;20.9876892;52.21912224;ul. Filtrowa 79;jest na zero;brak;jest na zero
16050236;16050236;20.98592726;52.21893242;ul. Akademicka / Filtrowa 83;jest na zero;brak;jest na zero
16050237;16050237;20.98911546;52.21877365;ul. Raszyńska / Filtrowa 75;jest na zero;brak;jest na zero
16050239;16050239;20.99094533;52.21858372;ul. Sz. Zimorowicza 7;jest na zero;brak;jest na zero
16050244;16050244;20.98989336;52.21819165;ul. J. Dantyszka 20;jest na zero;brak;jest na zero
16050245;16050245;20.99145662;52.21813437;ul. J. Dantyszka / Sz. Zimorowica 2;jest na zero;brak;jest na zero
16050251;16050251;20.98545147;52.21735722;ul. M. Mochnackiego 8;jest na zero;brak;jest na zero
16050253;16050253;20.98942946;52.21729256;ul. M. Reja 4;jest na zero;brak;jest na zero
16050255;16050255;20.98379215;52.21710565;ul. M. Mochnackiego 10;jest na zero;brak;jest na zero
16050257;16050257;20.98181498;52.21668689;ul. Grójecka 43;jest na zero;brak;jest na zero
16050302;16050302;20.99997519;52.22716749;Al. Jerozolimskie 87;jest na zero;brak;jest na zero
16050309;16050309;20.99581348;52.22506671;pl. Starynkiewicza / Nowogrodzka;jest na zero;brak;jest na zero
16050313;16050313;21.00073284;52.22424002;ul. Oczki 1A;jest na zero;brak;jest na zero
16050320;16050320;21.00016597;52.22240776;ul. Krzywickiego vis-a-vis 34;jest na zero;brak;jest na zero
16050321;16050321;21.00454203;52.22243133;al. Niepodległości 245;jest na zero;brak;jest na zero
16050322;16050322;21.00024102;52.22154208;ul. Krzywickiego 34;jest na zero;brak;jest na zero
16050332;16050332;20.99676958;52.2184473;ul. Orzechowska 4;jest na zero;brak;jest na zero
16050335;16050335;21.00317546;52.21817008;ul. Langiewicza 6;jest na zero;brak;jest na zero
17170216;17170216;20.96740879;52.23961763;ul. E. Tyszkiewicza 13;jest na zero;brak;jest na zero
17170221;17170221;20.96796881;52.23868077;ul. Żytnia / E. Tyszkiewicza;wyrwany do odtworzenia;brak;wyrwany do odtworzenia
17170223;17170223;20.97814895;52.23842737;ul. Okopowa / Leszno;jest na zero;brak;jest na zero
17170224;17170224;20.96835277;52.23786776;ul. E. Tyszkiewicza 6;jest na zero;brak;jest na zero
17170234;17170234;20.97965441;52.23654988;"Al. ""Solidarności"" / Okopowa";jest na zero;brak;jest na zero
17170237;17170237;20.97117333;52.23587445;ul. S. Staszica;jest na zero;brak;jest na zero
17170247;17170247;20.9674773;52.23453427;ul. Działdowska 6;jest na zero;brak;jest na zero
17170248;17170248;20.97073435;52.23454396;ul. Wolska 40;jest na zero;brak;jest na zero
17170250;17170250;20.97059057;52.23423216;ul. Wolska 41;jest na zero;brak;jest na zero
17170251;17170251;20.97730485;52.23403353;ul. Jaktorowska / Karolkowa;jest na zero;brak;jest na zero
17170252;17170252;20.96877362;52.23409942;ul. Wolska 50A;jest na zero;brak;jest na zero
17170258;17170258;20.98043469;52.23245121;ul. Przyokopowa;jest na zero;brak;jest na zero
17170265;17170265;20.98065127;52.23141311;ul. Przyokopowa;jest na zero;brak;jest na zero
17170267;17170267;20.97799386;52.23077438;ul. Karolkowa 28;jest na zero;brak;jest na zero
17170272;17170272;20.97820563;52.22995755;ul. Karolkowa / Hrubieszowska;jest na zero;brak;jest na zero
17170315;17170315;20.97916961;52.2253657;ul. Kolejowa 37/39;jest na zero;brak;jest na zero
17170403;17170403;20.95551221;52.23062624;ul. Wolska 105/107;jest na zero;brak;jest na zero
17170414;17170414;20.95893747;52.22275093;al. Prymasa Tysiąclecia 44;jest na zero;brak;jest na zero
17170522;17170522;20.96523945;52.23771709;ul. Płocka 41;jest na zero;brak;jest na zero
17170528;17170528;20.96519235;52.23587122;ul. Płocka 37;jest na zero;brak;jest na zero
17170529;17170529;20.95976791;52.23569438;ul. Sokołowska 10;jest na zero;brak;jest na zero
17170531;17170531;20.96018144;52.23438516;ul. Sokołowska 4;jest na zero;brak;jest na zero
17170535;17170535;20.96282909;52.23315135;ul. Wolska 68/72;jest na zero;brak;jest na zero
17170536;17170536;20.96431346;52.23338824;ul. Wolska 64;jest na zero;brak;jest na zero
17170716;17170716;20.99155239;52.23701439;ul. Waliców;jest na zero;brak;jest na zero
17170719;17170719;20.99007605;52.23629132;ul. Krochmalna 46;jest na zero;brak;jest na zero
17170722;17170722;20.99040329;52.23540474;ul. Żelazna 58/62;jest na zero;brak;jest na zero
17170730;17170730;20.99724473;52.23371414;ul. Ciepła 3;jest na zero;brak;jest na zero
17170814;17170814;20.9840117;52.23612762;ul. Chłodna 52;jest na zero;brak;jest na zero
17170820;17170820;20.98971298;52.23442501;ul. Grzybowska 47;jest na zero;brak;jest na zero
17170906;17170906;20.99798921;52.23109837;ul. Sienna 59;jest na zero;brak;jest na zero
17170925;17170925;20.99294714;52.22841121;ul. Twarda 60;jest na zero;brak;jest na zero
17170933;17170933;20.99185442;52.22759897;Skwer Chrobry II;jest na zero;brak;jest na zero
A010306;11100827;21.01683589;52.23614045;ul. Kubusia Puchatka;jest na zero;brak;jest na zero
A010307;11100829;21.01686767;52.23575697;ul. Kubusia Puchatka;jest na zero;brak;jest na zero
A010316;1010316;21.016800615524;52.234440065375;ul. Tuwima/Górskiego 4;jest na zero;brak;jest na zero
A010318;1010318;21.016199447557;52.234904418475;ul. Baczyńskiego 4;wyrwany do odtworzenia;brak;wyrwany do odtworzenia
A010322;11100848;21.01523693;52.23358222;ul. W. Górskiego 9;jest na zero;brak;jest na zero
A030110;11100820;21.00880779;52.23679709;pl. Dąbrowskiego 5;jest na zero;brak;jest na zero
A030115;1030115;21.007911887877;52.23667515067;ul. Marszałkowska 140;jest na zero;brak;jest na zero
A030205;11100814;21.01019539;52.23780137;ul. Kredytowa 7;jest na zero;brak;jest na zero
A030206;11100812;21.01174265;52.23814577;ul. Kredytowa 1;jest na zero;brak;jest na zero
A030216;1030216;21.010149176687;52.236881337901;pl. Dąbrowskiego 2-4;jest na zero;brak;jest na zero
A030301;11100801;21.01478622;52.24049293;ul. Królewska 1/7;jest na zero;brak;jest na zero
A030401;11100806;21.01599376;52.23918056;ul. Traugutta 3;jest na zero;brak;jest na zero
A030402;11100807;21.01474979;52.23896031;ul. Traugutta 5;jest na zero;brak;jest na zero
A030408;11100817;21.01400537;52.23724381;ul. Dowcip;jest na zero;brak;jest na zero
A070109;11100530;21.00646009;52.24347605;ul. Senatorska 22;jest na zero;brak;jest na zero
